voiceID,meanF0Hz,stdevF0Hz,HNR,CPPs,Jitter,Shimmer,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14
voice147.wav,187.64926485717265,1.1574763439295597,19.290801174331996,15.807568900846876,-0.7461346088014891,-0.06892486767236783,-158.25897216796875,62.87874221801758,-36.852569580078125,-3.413304328918457,2.9390063285827637,9.957630157470703,-12.858420372009277,-10.3645658493042,-39.70456314086914,-3.2639224529266357,-21.13033676147461,-15.923612594604492,-17.755903244018555,-13.29625415802002
voice148.wav,221.76174501744285,1.9090685415909396,21.15644080223176,17.120160862245953,-1.5539369331523194,0.1211683870842561,-144.58547973632812,74.60103607177734,-56.12763595581055,-9.957561492919922,-10.563850402832031,-15.457706451416016,-22.19303321838379,10.87160587310791,-31.170625686645508,-7.951432704925537,-14.716508865356445,-4.273950099945068,-14.765728950500488,-8.180537223815918
voice149.wav,210.1341334370362,34.14154131937028,19.142860532373987,16.170015776254747,-1.4389638637667235,0.08217821768319475,-144.32261657714844,72.09944152832031,-54.193233489990234,-13.369318008422852,-1.5404303073883057,-12.419926643371582,-23.80854606628418,12.22490406036377,-26.41400146484375,-9.338348388671875,-14.084649085998535,-8.354545593261719,-13.817206382751465,-5.285591125488281
voice150.wav,109.47423304772784,1.039911987291949,10.0808242031323,11.245822073890796,1.1325406776393099,-1.9695157012341915,-111.63589477539062,68.27359008789062,-39.517799377441406,-7.0455522537231445,-16.714479446411133,-18.41423225402832,-24.83771324157715,0.4315738081932068,-25.959083557128906,-14.97046947479248,-14.187825202941895,-12.556390762329102,-7.153199672698975,-5.187216758728027
voice151.wav,225.16754474078817,1.0699549282300698,20.520306190201026,15.917522480018592,-1.140753436251481,0.06779684598184829,-181.8769989013672,46.59742736816406,-56.9061393737793,-40.525089263916016,26.677066802978516,-33.438819885253906,-8.015742301940918,-8.160736083984375,-24.745824813842773,-10.353978157043457,-18.16960334777832,-10.2078275680542,-26.58127784729004,-2.845463514328003
voice152.wav,224.62216019613086,1.6665995545670613,18.340024677562578,15.203886024410272,-0.46642496155687485,-0.22636501868442593,-187.40811157226562,41.318843841552734,-51.024085998535156,-41.12294006347656,20.694082260131836,-26.891590118408203,-8.179492950439453,-9.653124809265137,-22.41145896911621,-7.826585292816162,-19.409687042236328,-12.196438789367676,-25.09854507446289,-0.767059326171875
voice153.wav,226.25119712726428,2.261885174595041,18.282283480406573,15.205231351141357,-1.2597092532251102,0.33386686496106616,-202.96095275878906,44.37407302856445,-48.81386947631836,-36.37200927734375,20.157047271728516,-23.939876556396484,-4.782716274261475,-14.131902694702148,-23.29148292541504,-11.311492919921875,-21.04831314086914,-12.448427200317383,-27.30733871459961,-0.6832578778266907
voice154.wav,221.39201542122876,1.3585567550978235,17.41484150634406,15.467702586752218,-0.3388179365221887,-0.7151116402841048,-158.43112182617188,51.985103607177734,-47.29193115234375,-21.90681266784668,7.687771797180176,-10.492213249206543,-2.544722557067871,7.16359281539917,-35.888824462890625,-1.3950546979904175,-18.277666091918945,-2.539663791656494,-16.863460540771484,-13.201714515686035
voice155.wav,221.69408463946857,1.302949929850603,17.605549212085506,16.504544664305957,-0.6025324945125099,-0.501940898530124,-160.1505126953125,54.37980651855469,-55.63157653808594,-13.877254486083984,5.133357048034668,-13.57026195526123,-0.6580778956413269,4.663630962371826,-30.38043785095215,-6.543090343475342,-17.150178909301758,1.4810359477996826,-19.367080688476562,-15.773818969726562
voice156.wav,220.34404354937251,0.8780319109597922,17.58054724219376,15.38152477227443,-0.37315090056876676,-0.5907785056750982,-162.19119262695312,59.87327575683594,-56.879398345947266,-0.5443544983863831,3.1739614009857178,-3.457937479019165,-4.30519962310791,8.677281379699707,-25.652042388916016,-10.803813934326172,-19.142133712768555,-4.845897674560547,-17.959125518798828,-17.521465301513672
voice157.wav,253.1419677592854,2.881407572990695,19.48783357522896,16.986161784935984,-1.5405503776325689,0.06857451300038328,-227.7164306640625,67.44554138183594,-36.32979202270508,-42.87070846557617,28.95657730102539,0.5108770728111267,-27.968547821044922,-6.433976173400879,-20.409984588623047,-5.150537490844727,-21.36922264099121,-14.986770629882812,-15.728978157043457,-10.031237602233887
voice158.wav,253.23430764569838,1.585731583098404,23.460050595353074,17.20398398350691,-1.9387628584311136,0.4241051903635154,-223.39501953125,67.83252716064453,-37.916568756103516,-48.61018371582031,36.08366775512695,-4.069389820098877,-26.41571617126465,-8.199446678161621,-17.352346420288086,-7.080758094787598,-23.846145629882812,-11.862390518188477,-18.794179916381836,-7.459873199462891
voice159.wav,252.97172274095223,1.3425979121284883,22.906706461076517,16.75817053497346,-1.9397899661732514,0.43546105060472695,-216.50257873535156,68.63272094726562,-35.917938232421875,-41.675987243652344,39.18210983276367,-2.1444849967956543,-23.72760581970215,-3.909517288208008,-15.462272644042969,-5.726406097412109,-22.365427017211914,-8.449474334716797,-18.140256881713867,-6.417275428771973
